,Komentar,Sentimen
612,mas mentri saya juga usul bgmn jksistem rancangan marketplace yang anda buat itu jg berlaku untuk untuk mentri dan juga dprtolong tengoklah mengapa pendidikan di indonesia tak maju sebab hampir setiap tahun kurikulum ganti dengarkan keluh kesah guru dan murid,Negatif
613,mas mendikbud yang saya hormati dulu guru adalah sosok pahlawan tanpa tanda jasa dan pada eranya guru mampu mencetak generasi masa kini dengan hebat dan luar biasa jaman boleh maju di era teknology namun apakah iya kehormatan guru di samakan dgn marketplace ,Negatif
614,marketplace guru bukan jawaban untuk masalah guru di indonesia seperti kualitas dan distribusi guru ,Negatif
616,rekruitmen guru lewat marketplace tanda kalo mendikbud nadiem makarim gagal membangun koordinasi dg pemda shg tdk mampu meyakinkan pemda unt merekrut guru pk bagi daerah masing cuma masalahnya guru itu bukan barang dagangan tapi profesi yg luhur shg terasa tdk etis,Negatif
617,definisi cara kerja persyaratan dan manfaat marketplace guru ,Positif
618,guru waswas isu marketplace disdik banjarbaru kami masih fokus dengan perekrutan pppk ,Negatif
619,no salty yaa but i think that marketplace yg dimaksud itu seperti linkedin tp khusus guru jadi sekolah bisa liat mana kandidat yg beneran capable mulai dr sertifikasi pengalaman dll dan emang yg direkrut itu yg sesuai kebutuhan sekolah itu menururku sebagai anak cont,Positif
621,prokontra rekrutmen lewat marketplace mirip barang dagangan warganet tuding mendikbudristek degradasi guru  berita tren ,Negatif
623,ga perlu di sesalkan itu program untuk solusi guru honorer yg digaji rendah sama pemdanya jdi dengan adanya marketplace pemda gabsa seenaknya menggaji guru honorer,Negatif
625,marketplace guru akan membantu sekolah yang kekurangan guru dan pelaksanaan seleksi pppk akan ditingkatkan frekuensinga agar menjadi lebih dari sekali dalam setahun ,Positif
626,jangan langsung menjudge kenali dulu apa itu sistem marketplace guru ,Positif
627,marketplace menjadi tempat yabg dapat digunakan guru dan pihak sekolah dalam mencari pengajar yang dibutuhkan dalam sekolah tsb jadi meminimalisir sekolah mengalami kekurangan guru ,Positif
628,sisi positif dari program marketplace guru ,Positif
631,kok ada orang yg nyesel dengan pilihannya sendiri diluar dari program marketplace baru kan juga udah pada tau disini guru samsek ga di hargai,Negatif
632,prokontra rekrutmen lewat marketplace mirip barang dagangan warganet tuding mendikbudristek degradasi guru ,Positif
633,secara normatif ide marketplace patut diapresiasi sebagai bagian dari ikhtiar pemerintah menyelesaikan persoalan perekrutan guru akan tetapi mengapa guru yang mulia dan terhormat dipadankan dengan istilah marketplace   ,Negatif
634,menyoal marketplace guru secara normatif ide marketplace patut diapresiasi sebagai bagian dari ikhtiar pemerintah menyelesaikan persoalan perekrutan guru namun guru bukan barang sumardiansyah perdana kusumaopini kompas  ,Negatif
636,lagian orang bisnis jadi menteri pendidikan itu agak kurang nyambung sih mungkin kalo guru marketplace gak pake istilah bisnis anak pendidikan gak bakal ngerasa dijual sih ya,Negatif
638,hidup lg cape capenya malah ada marketplace guru ,Negatif
639,with so many brands and marketplaces having a try and buy or  days return model for apparel items i really wish they designed it for a rental model very few offer this currently and even in those rent the runway its unavailable for specific dates zip codes and sizes,Negatif
640,pak tolong bilangin ke menteri pendidikan itu wacana ada marketplace buat apa sih pak duh tingkat nepotisme makin meningkat deh ni mana honorer gaji gak jelas pake segala marketplace kalau emang gak bisa biayain guru gak usah cari masalah baru lagi pak pliiis,Negatif
641,foto bareng jokowi guru honorer minta jangan ada marketplace guru langsung jadikan pns bukan pppk  kabar id  nunung gendis jogja sayang alan walker gacoan boiyen jejak si gundul,Negatif
643,sorry ga bisa naik honor guru tiap daerah atau tiap sekolah itu beda klo guru honorer di sekolah swasta gaji diambil dr apbdbos klo swasta diambil dr dana bos dan yayasan klo aku sendiri ga setuju adanya marketplace krn ngerugiin guru honorer yg mereka ngajar sesuai jp,Negatif
644,wes kesel kesel ngerjakne skripsi nganti mbelnger malah enek kabar marketplace guru mbarang doyong boloo doyongg,Negatif
645,disaat guru kampung masih ribut masalah marketplace guru inter school sudah lama mejeng di linkedin,Negatif
646,nadiem bikin aplikasi marketplace guru usulannya dinilai tidak selesaikan akar masalah tenaga pendidik ,Negatif
647,opini soal marketplace rekrutmen guru jangan buruburu pesimis atau optimis  ,Negatif
648,opini soal marketplace rekrutmen guru jangan buruburu pesimis atau optimis    ,Negatif
652,perlu diketahui sistem marketplace guru tempat atau wadah untuk semua guru yang dpt mengajar wadah ini menjadi database yg dpt diakses utk smua sekolah yg ada di indonesia ,Positif
653,ada hal menarik saat rapat dengan komisi x dpr ri tanggal  mei  menteri pendidikan kebudayaan riset dan teknologi nadiem makarim mengusulkan suatu pola rekrutmen guru melalui marketplace guru ,Negatif
655,marketplace guru trobosan dan kontroversinya talk highlight bersama prof dr nunuk suryanimpd senin  juni  pukul  wib live di jaringan dan media sosial radio elshinta   ,Negatif
656,semoga anies jd presiden saya percayaa jika anies presiden akan memperhatikan sektor pendidikan terutama guru honorer kalau yg sekarang guru honorer malah mau diperjualbelikan di marketplace  kurang anjing apalagi coba,Negatif
657,smga tdk dimarketplace kan krn guru adalah sdm yg hrs dihormati dihargai dinaikkan derajatnya bukan barang jual beli spt di marketplace,Negatif
658,solusi  marketplace guru,Positif
659,heboh marketplace guru jadi solusi atau bikin sulit dunia pendidikan  news  ,Negatif
660,sebelum marketplace guru mendikbud diminta tuntaskan rekrutmen  juta honorer jadi pppk ,Negatif
661,mas menteri saya sih tidak pesmis atau optimis soal marketplace rekrutmen guru ,Negatif
662,kayak apa sih harusnya marketplace rekrutmen guru ,Negatif
663,apa kata pegiat literasi soal marketplace rekrutmen guru mas menteri nadiem ,Negatif
664,seperti gojek menteri pendidikan nadiem makarim bakal buat marketplace untuk rekrutmen guru di indonesiaampnbsp ,Positif
665,dpr marketplace guru tak selesaikan akar masalah tenaga pendidik indonesia ,Negatif
666,marketplace guru ,Positif
667,masa gak tau sih menteri pendidikan yg baru baru aja rame dibicarain lagi gara² marketplace guru ,Negatif
669,oooo dadi lek ape mlebu marketplace guru iki leren prajab sik,Negatif
670,lagi capek capeknya dapat berita guru di marketplace mencoba tidur malah dnger suara ribut ribut dari dapur saking capeknya energi buat takut pun gak ada ,Negatif
671,kukira marketplace hanya untuk barang ternyata guru pun dimarketplacekan layaknya daganganhebat sekali orang² pintar negeri ini ,Negatif
673,ini kalo di marketplace guru status barangnya ready tp ga bs checkout karna uang digitalnya blm di topup,Negatif
674,marketplace guru urgensikah di tengah rendahnya kualitas pendidikan  ,Negatif
675,hal yang membuat gue akhirakhir ini kepikiran ternyata bener ya jadi guru serumit itu apalagi semenjak berita marketplace muncul yang katanya guru dimarketplace cuma yg lulus pk dan ppg ppg daljab katanya antriannya lama polll,Negatif
676,gelar spd sedang aku usahakan tapi udah dibuat ovt sama pk ppg dan sekarang makin hancur ketika ngedenger berita marketplace guru,Negatif
680,apa itu guru menyoal rencana marketplace guru ,Negatif
681,me  guru honorer gaya nya mau nonton argentina sama coldplay pikiran noh masa depan di marketplace ,Negatif
682,ini masi rame soal marketplace guru kalau marketplace jodoh ada gasi ,Negatif
683,tidak hanya kebutuhan seharihari yang bisa terpenuhi melalui marketplace kebutuhan guru di sekolahsekolah pun akan dijawab lewat marketplace  ,Positif
684,marketplace guru dinilai tak selesaikan akar masalah guru  ,Negatif
685,mendikbud siapkan marketplace untuk guru apa kelebihannya ,Negatif
687,headline heboh marketplace guru jadi solusi atau bikin sulit dunia pendidikan ,Negatif
688,komisi x marketplace guru tak selesaikan akar masalah guru honorer ,Negatif
689,hetifah usulkan marketplace untuk efektifkan sistem rekrutmen guru pppk        ,Positif
690,yang gagal berkoordinasi adalah pemerintah pusat dan daerah solusinya cawe bikin marketplace guru,Negatif
691,program marketplace guru sekolah akan dapat dana untuk rekrutmen ,Positif
692,gini amat ya mau jadi guru blm ukt mana lg di bikinin marketplace buat yg honorer  ,Negatif
693,lalu ada solusi baru  atas problem ini di tim menteri ojol marketplace guru,Negatif
695,kabar baik untuk guru honorer kemendikbud ristek akan luncurkan marketplace guru apakah itu   ,Positif
696,gojo satoru as mendikbud kalo gosat jadi mendikbud rekrut guru kagak make marketplace tapi rekrut dari dunia lain ,Negatif
697,marketplace guru timbulkan pro dan kontra di unp ,Negatif
698,wahahaha lg rame marketplace guru soalnya kaa,Negatif
701,lg berjuang buat kuat nyelesaikan gelar spd tpi malah muncul berita marketplace guru walahhh sad bngt,Positif
702,    ,Negatif
705,mentri nadiem wacanakan marketplace untuk guru komisi x dpr ri langsung bereaksi ,Positif
706,merekrut asn bukan tugas sekolah jika dipaksakan dibuka klaster sekolah melalui marketplace guru maka tenaga dan pikiran sekolah akan terpecah ini mengganggu pembelajaran,Negatif
707,statemen koordinator nasional pg di kompas  akibat kegagalan pemerintah pusat dan daerah para guru yang jadi korban sekarang dengan marketplace guru penyelesaiannya diserahkan lewat kluster sekolah ,Negatif
712,gagasan marketplace guru diklaim nadiem makarim sebagai upaya mengatasi masalah tenaga guru honorer ini sudah terjadi bertahuntahun ,Positif
713,silang pendapat konsep marketplace guru masalah guru akan diselesaikan dengan konsep marketplace mengesankan guru sebagai barang dagangan ,Negatif
715,headline heboh marketplace guru jadi solusi atau bikin sulit dunia pendidikan ,Positif
716,ambil jurusan pendidikan mtk krn pengen jd guru tp sejak berita marketplace td ditelfon keluarga besar jd pada ga ngerestuin aku di jurusan ini disuru ambil jurusan lain,Negatif
717,hingga tahun  pemenuhan formasi satu juta guru pppk tidak juga optimal pengajuan dari pemda tidak sesuai kebutuhan pemerintah pusat menawarkan solusi marketplace guru   ,Negatif
718,hingga tahun  pemenuhan formasi satu juta guru pppk tidak juga optimal pengajuan dari pemda tidak sesuai kebutuhan pemerintah pusat menawarkan solusi marketplace guru   ,Positif
719,tapi yg ku baca ini program utk perekrutan guru pk nah setauku pk tuh setara sama pns gsih cuma beda ditunjangan aja jadi bkn ke honorer lagi gtau jg ya dan yg dipermasalahin lagi tuh konteks marketplace nya kek guru tuh udh terkesan barang yg diperjualbelikan gitu loh,Negatif
720,guru di marketplace saat ini gabutuh di checkout tapi butuh di swipe right,Negatif
722,kurikulum merdeka sistemnya aja belum kelar mau nambahin marketplace guru pak menteri pendidikan terjun saja dulu di kalangan guru plosok negeri honorer dan yg emang ikhlas mengajar tanpa upah sepersenpun,Negatif
723,ngikutin era digital akhirnya tercipta dah marketplace guru penyediaan guru low  high dengan range gaji tertentu  makin parah aja nasib jadi guru,Negatif
725,menurut mrk sblm menerapkan konsep marketplace seharusnya kemendikbudristek fokus pada persoalan utama pendidikan yaitu kesejahteraan guru ,Negatif
726,walau begitu bukan berarti nadiem harus mengambil langkah jalan pintas seperti rencana marketplace guru itu nadiem sendiri berdalih strategi ini ia lakukan utk mengatasi kebutuhan guru amp guru honorer selain persoalan birokrasi ,Positif
727,tak ada yg salah dgn rencana mendikbudristek nadiem makarim yg hendak menyediakan aplikasi marketplace guru di thn depan langkah ini ia lakukan utk membereskan birokrasi yg ribet amp berteletele ,Positif
730,ada tambahan insentif untuk guru di daerah khusus berupa kenaikan pangkat lebih cepat atau prioritas di marketplace untuk posisi selanjutnya setelah ikatan dinas selesai kata nadiem makarim rabu  gt soal ngajajar di pelosok,Positif
731,ada tambahan insentif untuk guru di daerah khusus berupa kenaikan pangkat lebih cepat atau prioritas di marketplace untuk posisi selanjutnya setelah ikatan dinas selesai kata nadiem makarim rabu  gt soal ngajajar di pelosok masih ga mau mas ,Positif
732,prospek kerjanya kalo mahasiswa pendidikan kan prospek kerjanya jadi guru sekarang sistemnya ganti jadi marketplace guru kayak linkedln gitu dulukan kalo mau ngajar gitu harus ngelamar ke sekolahan nah sekarang sekolahanya yang bebas rekrut guru pake marketplace guru cmiiw,Positif
733,miskonsepsi progam marketplace guru yang minim informasi  ,Positif
734,video ketua komisi x dpr ri syaiful huda marketplace guru tak selesaikan akar masalah ,Negatif
736,komen dikit ah masalah marketplace guru ,Negatif
737,kalau marketplace guru syaratnya harus ppg atau pk seharusnya kemenag segera adain ppg prajab buat lulusan pai gasihh ,Negatif
738,marketplace untuk guru bukannya malah memberi kemudahan ya ,Positif
739,apa itu marketplace guru yang menuai pro dan kontra ,Positif
740,uny hemm belom ada yg diskusi marketplace guru ya lagi banyak nih isu pendidikan tanggapannya dong slurr ,Positif
741,masalahnya isitlah marketplace itu untuk komoditi bukan guru yang merupakan sebuah profesi,Negatif
743,guru harus beradaptasi dengan digital makanya disediakan marketplace untuk guru,Positif
745,kamu sudah ppg sudah guru honorer yuk join marketplace guru   lewat ,Negatif
746,kok kurang setuju ya sama nama marketplace guru mungkin niatnya pak nadhim baik cara penuangan gagasannya juga oke tp alangkah bagusnya jika nama marketplace guru diganti soalnya kayak jual barang aja ini manusia lho klo manusia bisa di chek out aku mw check out mbak jihyo aja,Negatif
747,hetifah usulkan marketplace untuk efektifkan sistem rekrutmen guru pppk         ,Positif
748,menjawab kebutuhan sekolah yang mencari  dalam waktu cepat  berencana menerapkan sistem marketplace ,Positif
749,marketplace guru hah apalagi ini ,Negatif
750,mendikbud ristek sampaikan konsep ide marketplace guru saat rapat kerja bersama komisi x dpr ri apa itu ,Positif
